date,type,tree0,tree1,tree2,tree3
1986,C,"
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[2.19, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[5.81, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[7.04, 'Loop']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[2.19, 'Loop']]
"
1986,L,"
GTreeNodeBase [Childs=0] - [[9.91, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[9.91, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[9.91, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[9.91, 'Loop']]
"
1986,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.9, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.92, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.9, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[5.44, 'CommonNeighbors']]
"
1986,TL,"
GTreeNodeBase [Childs=0] - [[1.23, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[4.62, 'Loop']]
  GTreeNodeBase [Childs=0] - [[4.86, 'OrigId']]
","
GTreeNodeBase [Childs=0] - [[1.23, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[1.23, 'Loop']]
"
1987,A,"
GTreeNodeBase [Childs=0] - [[4.62, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.97, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.97, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[6.78, 'TargBetweenness']]
"
1987,B,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[2.13, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[0.78, 'OrigBetweenness']]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=0] - [[6.08, 'NormalizedOrigDegree']]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=0] - [[0.35, 'SameCommunity']]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=0] - [[0.71, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[0.78, 'OrigBetweenness']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=0] - [[6.08, 'NormalizedOrigDegree']]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=0] - [[1.06, 'SameCommunity']]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=0] - [[0.71, 'OrigEccentricity']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[2.13, 'RevDistance']]
"
1987,C,"
GTreeNodeBase [Childs=0] - [[6.92, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[6.92, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[6.92, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[6.92, 'Loop']]
"
1987,L,"
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[8.03, 'TargCloseness']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [+]
        GTreeNodeBase [Childs=0] - [[11.4, 'NormalizedDistance']]
        GTreeNodeBase [Childs=0] - [[7.58, 'NormalizedDistance']]
      GTreeNodeBase [Childs=0] - [[4.9, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[6.53, 'NormalizedTargDegree']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[6.53, 'TargClustering']]
    GTreeNodeBase [Childs=0] - [[3.18, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[5.95, 'OrigId']]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=2] - [*]
            GTreeNodeBase [Childs=0] - [[0.82, 'TargPagerank']]
            GTreeNodeBase [Childs=0] - [[4.86, 'OrigPagerank']]
          GTreeNodeBase [Childs=0] - [[12.31, 'NormalizedDistance']]
        GTreeNodeBase [Childs=2] - [*]
          GTreeNodeBase [Childs=0] - [[7.76, 'TargClustering']]
          GTreeNodeBase [Childs=0] - [[3.92, 'TargCloseness']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [+]
          GTreeNodeBase [Childs=2] - [N]
            GTreeNodeBase [Childs=0] - [[2.34, 'NormalizedOrigId']]
          GTreeNodeBase [Childs=0] - [[7.58, 'NormalizedDistance']]
        GTreeNodeBase [Childs=0] - [[4.9, 'TargClustering']]
      GTreeNodeBase [Childs=0] - [[9.8, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[7.7, 'Random']]
    GTreeNodeBase [Childs=0] - [[11.54, 'NormalizedRevDistance']]
  GTreeNodeBase [Childs=0] - [[6.05, 'NormalizedTargDegree']]
","
GTreeNodeBase [Childs=0] - [[5.26, 'CommonNeighbors']]
"
1987,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.37, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.37, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[7.26, 'Random']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=0] - [[7.26, 'Random']]
"
1987,TL,"
GTreeNodeBase [Childs=0] - [[6.42, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[0.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[6.42, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[0.85, 'CommonNeighbors']]
"
1988,A,"
GTreeNodeBase [Childs=0] - [[1.18, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[1.18, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[1.18, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[1.18, 'TargBetweenness']]
"
1988,B,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.1, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[1.53, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.05, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.44, 'CommonNeighbors']]
"
1988,C,"
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=2] - [+]
        GTreeNodeBase [Childs=0] - [[5.66, 'OrigPagerank']]
        GTreeNodeBase [Childs=2] - [>]
          GTreeNodeBase [Childs=0] - [[0.25, 'SameCommunity']]
          GTreeNodeBase [Childs=2] - [opp]
            GTreeNodeBase [Childs=0] - [[4.57, 'OrigEccentricity']]
    GTreeNodeBase [Childs=0] - [[0.02, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [<]
    GTreeNodeBase [Childs=2] - [N]
      GTreeNodeBase [Childs=0] - [[8.09, 'OrigEccentricity']]
    GTreeNodeBase [Childs=2] - [log]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[10.82, 'TargDegree']]
        GTreeNodeBase [Childs=0] - [[1.56, 'TargClustering']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [abs]
        GTreeNodeBase [Childs=0] - [[2.31, 'NormalizedDistance']]
      GTreeNodeBase [Childs=0] - [[1.12, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[1.12, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[3.13, 'Loop']]
"
1988,L,"
GTreeNodeBase [Childs=0] - [[4.74, 'SameCommunity']]
","
GTreeNodeBase [Childs=0] - [[2.41, 'SameCommunity']]
","
GTreeNodeBase [Childs=0] - [[5.56, 'SameCommunity']]
","
GTreeNodeBase [Childs=0] - [[5.56, 'SameCommunity']]
"
1988,T,"
GTreeNodeBase [Childs=2] - [N]
  GTreeNodeBase [Childs=0] - [[1.25, 'RevDistance']]
","
GTreeNodeBase [Childs=0] - [[0.68, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.7, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.68, 'Loop']]
"
1988,TL,"
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=0] - [[2.19, 'Loop']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.92, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=0] - [[2.19, 'Loop']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.92, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.92, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=0] - [[2.19, 'Loop']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.92, 'CommonNeighbors']]
"
1989,A,"
GTreeNodeBase [Childs=0] - [[0.84, 'OrigBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.17, 'TargBetweenness']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[0.51, 'TargBetweenness']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=0] - [[0.51, 'TargBetweenness']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[0.17, 'TargBetweenness']]
"
1989,B,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.75, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[1.97, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[1.97, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.75, 'CommonNeighbors']]
"
1989,C,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.53, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.53, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.53, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.53, 'CommonNeighbors']]
"
1989,L,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.7, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.32, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.32, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.7, 'CommonNeighbors']]
"
1989,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.55, 'CommonNeighbors']]
"
1989,TL,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[3.56, 'OrigCloseness']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[10.23, 'CommonNeighbors']]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=0] - [[6.68, 'Loop']]
    GTreeNodeBase [Childs=0] - [[10.23, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[4.14, 'TargId']]
","
GTreeNodeBase [Childs=0] - [[6.68, 'Loop']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[3.56, 'OrigCloseness']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[10.23, 'CommonNeighbors']]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=0] - [[15.96, 'TargBetweenness']]
    GTreeNodeBase [Childs=0] - [[10.23, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[4.14, 'TargId']]
","
GTreeNodeBase [Childs=0] - [[6.68, 'Loop']]
"
1990,A,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[2.09, 'TargBetweenness']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[9.66, 'Loop']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[2.09, 'TargBetweenness']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[2.09, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[7.49, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[9.2, 'TargBetweenness']]
"
1990,B,"
GTreeNodeBase [Childs=2] - [H]
  GTreeNodeBase [Childs=0] - [[3.59, 'NormalizedDistance']]
","
GTreeNodeBase [Childs=2] - [N]
  GTreeNodeBase [Childs=0] - [[3.04, 'Distance']]
","
GTreeNodeBase [Childs=2] - [N]
  GTreeNodeBase [Childs=0] - [[3.04, 'Distance']]
","
GTreeNodeBase [Childs=2] - [N]
  GTreeNodeBase [Childs=0] - [[7.61, 'RevDistance']]
"
1990,C,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=0] - [[5.35, 'CommonNeighbors']]
        GTreeNodeBase [Childs=0] - [[0.1, 'TargId']]
      GTreeNodeBase [Childs=0] - [[5.56, 'Loop']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[1.76, 'OrigDegree']]
      GTreeNodeBase [Childs=0] - [[0.89, 'Distance']]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[5.64, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[0.64, 'Constant']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=0] - [[5.35, 'CommonNeighbors']]
        GTreeNodeBase [Childs=0] - [[0.1, 'TargId']]
      GTreeNodeBase [Childs=0] - [[5.56, 'Loop']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[1.76, 'OrigDegree']]
      GTreeNodeBase [Childs=0] - [[0.89, 'Distance']]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[5.64, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[0.64, 'Constant']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[5.35, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[7.45, 'NormalizedDistance']]
      GTreeNodeBase [Childs=0] - [[0.76, 'TargCoreN']]
    GTreeNodeBase [Childs=0] - [[3.2, 'TargBetweenness']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[5.35, 'CommonNeighbors']]
"
1990,L,"
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[12.72, 'Distance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[0.43, 'Distance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[0.43, 'Distance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[0.43, 'Distance']]
"
1990,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.21, 'Loop']]
  GTreeNodeBase [Childs=0] - [[2.51, 'OrigEccentricity']]
","
GTreeNodeBase [Childs=0] - [[1.56, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.36, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[11.34, 'CommonNeighbors']]
"
1990,TL,"
GTreeNodeBase [Childs=0] - [[3.61, 'Loop']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[3.61, 'TargId']]
  GTreeNodeBase [Childs=0] - [[13.27, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[3.61, 'TargId']]
","
GTreeNodeBase [Childs=0] - [[3.61, 'Loop']]
"
1991,A,"
GTreeNodeBase [Childs=0] - [[0.41, 'TargBetweenness']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.41, 'TargBetweenness']]
  GTreeNodeBase [Childs=0] - [[0.41, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.41, 'TargBetweenness']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.41, 'TargBetweenness']]
  GTreeNodeBase [Childs=0] - [[11.31, 'TargBetweenness']]
"
1991,B,"
GTreeNodeBase [Childs=0] - [[12.11, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[14.14, 'TargId']]
        GTreeNodeBase [Childs=0] - [[1.18, 'TargCloseness']]
      GTreeNodeBase [Childs=0] - [[4.75, 'Loop']]
    GTreeNodeBase [Childs=0] - [[1.91, 'TargCloseness']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=2] - [-]
          GTreeNodeBase [Childs=2] - [abs]
            GTreeNodeBase [Childs=0] - [[1.68, 'OrigClustering']]
          GTreeNodeBase [Childs=2] - [min]
            GTreeNodeBase [Childs=0] - [[2.1, 'NumberOfEdges']]
            GTreeNodeBase [Childs=0] - [[3.15, 'OrigEccentricity']]
        GTreeNodeBase [Childs=0] - [[0.85, 'OrigCloseness']]
      GTreeNodeBase [Childs=0] - [[6.27, 'TargId']]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [<]
        GTreeNodeBase [Childs=0] - [[0.5, 'RevDistance']]
        GTreeNodeBase [Childs=0] - [[1.59, 'TargCoreN']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=2] - [inv]
        GTreeNodeBase [Childs=0] - [[2.41, 'TargBetweenness']]
      GTreeNodeBase [Childs=0] - [[2.27, 'TargCloseness']]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[14.14, 'TargId']]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [exp]
          GTreeNodeBase [Childs=0] - [[4.39, 'NormalizedOrigDegree']]
        GTreeNodeBase [Childs=0] - [[6.35, 'NumberOfEdges']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[14.14, 'TargId']]
"
1991,C,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[2.01, 'NumberOfEdges']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[1.54, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.22, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[13.33, 'OrigCoreN']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=0] - [[1.54, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.22, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[2.01, 'NumberOfEdges']]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[2.57, 'Loop']]
    GTreeNodeBase [Childs=0] - [[4.22, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[4.34, 'TargBetweenness']]
    GTreeNodeBase [Childs=0] - [[2.78, 'OrigCoreN']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[1.54, 'CommonNeighbors']]
    GTreeNodeBase [Childs=0] - [[4.22, 'OrigClustering']]
"
1991,L,"
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[7.31, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [N]
    GTreeNodeBase [Childs=2] - [+]
      GTreeNodeBase [Childs=0] - [[7.31, 'CommonNeighbors']]
      GTreeNodeBase [Childs=0] - [[4.53, 'NumberOfEdges']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[8.78, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[7.31, 'CommonNeighbors']]
"
1991,T,"
GTreeNodeBase [Childs=0] - [[3.89, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[5.36, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.21, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.5, 'CommonNeighbors']]
"
1991,TL,"
GTreeNodeBase [Childs=0] - [[4.89, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[3.42, 'TargId']]
","
GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[2.91, 'Loop']]
"
1992,A,"
GTreeNodeBase [Childs=0] - [[0.62, 'TargBetweenness']]
","
GTreeNodeBase [Childs=2] - [max]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[7.17, 'TargBetweenness']]
  GTreeNodeBase [Childs=0] - [[4.95, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[0.62, 'TargBetweenness']]
","
GTreeNodeBase [Childs=0] - [[7.17, 'TargBetweenness']]
"
1992,B,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[0.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[9.74, 'Loop']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[0.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[9.04, 'Loop']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[0.59, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=0] - [[2.25, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[9.04, 'Loop']]
"
1992,C,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.8, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.8, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=2] - [N]
      GTreeNodeBase [Childs=0] - [[11.84, 'Distance']]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[2.51, 'TargId']]
        GTreeNodeBase [Childs=2] - [=]
          GTreeNodeBase [Childs=0] - [[6.99, 'TargBetweenness']]
          GTreeNodeBase [Childs=0] - [[1.26, 'SameCommunity']]
      GTreeNodeBase [Childs=0] - [[0.49, 'NumberOfEdges']]
  GTreeNodeBase [Childs=0] - [[14.37, 'Loop']]
","
GTreeNodeBase [Childs=2] - [<]
  GTreeNodeBase [Childs=0] - [[0.24, 'NormalizedRevDistance']]
  GTreeNodeBase [Childs=0] - [[7.77, 'Random']]
"
